a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = 3a354c1e, b = a40a0df1, Cin = 0, Cout = 0, S = de3f5a0f
a = 3a354c1e, b = b1921498, Cin = 0, Cout = 0, S = ebc760b6
a = 3a354c1e, b = 90de4f58, Cin = 0, Cout = 0, S = cb139b76
a = 3a354c1e, b = bbd44d10, Cin = 0, Cout = 0, S = f609992e
a = 3a354c1e, b = 641400b3, Cin = 0, Cout = 0, S = 9e494cd1
a = 3a354c1e, b = aadb2c18, Cin = 0, Cout = 0, S = e5107836
a = 3a354c1e, b = 4b364f61, Cin = 0, Cout = 0, S = 856b9b7f
a = 3a354c1e, b = 1430c55d, Cin = 0, Cout = 0, S = 4e66117b
a = 3a354c1e, b = 365a463f, Cin = 0, Cout = 0, S = 708f925d
a = 3a354c1e, b = 38e6d312, Cin = 0, Cout = 0, S = 731c1f30
a = 3a354c1e, b = 4d9384e9, Cin = 0, Cout = 0, S = 87c8d107
a = 3a354c1e, b = 6e7969bb, Cin = 0, Cout = 0, S = a8aeb5d9
a = 3a354c1e, b = 5a0090e2, Cin = 0, Cout = 0, S = 9435dd00
a = 3a354c1e, b = f79548e7, Cin = 0, Cout = 1, S = 31ca9505
a = 3a354c1e, b = f8da31b7, Cin = 0, Cout = 1, S = 330f7dd5
a = 3a354c1e, b = d3f902b6, Cin = 0, Cout = 1, S = 0e2e4ed4
a = 3a354c1e, b = 17479f9b, Cin = 0, Cout = 0, S = 517cebb9
a = 3a354c1e, b = afe62522, Cin = 0, Cout = 0, S = ea1b7140
a = 3a354c1e, b = d6580ac2, Cin = 0, Cout = 1, S = 108d56e0
a = 3a354c1e, b = c7b09cf5, Cin = 0, Cout = 1, S = 01e5e913
a = 3a354c1e, b = d01b45ea, Cin = 0, Cout = 1, S = 0a509208
a = 3a354c1e, b = 5bb4054a, Cin = 0, Cout = 0, S = 95e95168
a = 3a354c1e, b = 46cab7fb, Cin = 0, Cout = 0, S = 81000419
a = 3a354c1e, b = 01afc5f2, Cin = 0, Cout = 0, S = 3be51210
a = 3a354c1e, b = d60ff0ae, Cin = 0, Cout = 1, S = 10453ccc
a = 3a354c1e, b = 1c48c2e0, Cin = 0, Cout = 0, S = 567e0efe
a = 3a354c1e, b = 9136cd04, Cin = 0, Cout = 0, S = cb6c1922
a = 3a354c1e, b = 2a8a3b80, Cin = 0, Cout = 0, S = 64bf879e
a = 3a354c1e, b = 4068f5de, Cin = 0, Cout = 0, S = 7a9e41fc
a = 3a354c1e, b = b469dcff, Cin = 0, Cout = 0, S = ee9f291d
a = 3a354c1e, b = 1d62204b, Cin = 0, Cout = 0, S = 57976c69
a = 3a354c1e, b = eba8454b, Cin = 0, Cout = 1, S = 25dd9169
a = 3a354c1e, b = ed8fc5f5, Cin = 0, Cout = 1, S = 27c51213
a = 3a354c1e, b = ec03ab1d, Cin = 0, Cout = 1, S = 2638f73b
a = 3a354c1e, b = 61c1a992, Cin = 0, Cout = 0, S = 9bf6f5b0
a = 3a354c1e, b = 61a3a813, Cin = 0, Cout = 0, S = 9bd8f431
a = 3a354c1e, b = 6faec648, Cin = 0, Cout = 0, S = a9e41266
a = 3a354c1e, b = 1f79af1d, Cin = 0, Cout = 0, S = 59aefb3b
a = 3a354c1e, b = c76a69a5, Cin = 0, Cout = 1, S = 019fb5c3
a = 3a354c1e, b = 308f4b4b, Cin = 0, Cout = 0, S = 6ac49769
a = 3a354c1e, b = 27f8eb5e, Cin = 0, Cout = 0, S = 622e377c
a = 3a354c1e, b = 3fdd76cc, Cin = 0, Cout = 0, S = 7a12c2ea
a = 3a354c1e, b = 608e3420, Cin = 0, Cout = 0, S = 9ac3803e
a = 3a354c1e, b = 16122bea, Cin = 0, Cout = 0, S = 50477808
a = 3a354c1e, b = 3a354c1e, Cin = 0, Cout = 0, S = 746a983c
a = 3a354c1e, b = 001c91c2, Cin = 0, Cout = 0, S = 3a51dde0
a = 3a354c1e, b = 53a5f236, Cin = 0, Cout = 0, S = 8ddb3e54
a = 3a354c1e, b = 21cc01c6, Cin = 0, Cout = 0, S = 5c014de4
a = 3a354c1e, b = 6ae02c17, Cin = 0, Cout = 0, S = a5157835
a = 3a354c1e, b = 3928c908, Cin = 0, Cout = 0, S = 735e1526
a = 3a354c1e, b = 3cf312ca, Cin = 0, Cout = 0, S = 77285ee8
a = 3a354c1e, b = c7f6d3dc, Cin = 0, Cout = 1, S = 022c1ffa
a = 3a354c1e, b = d231a019, Cin = 0, Cout = 1, S = 0c66ec37
a = 001c91c2, b = 000fd750, Cin = 0, Cout = 0, S = 002c6912
a = 001c91c2, b = 00046831, Cin = 0, Cout = 0, S = 0020f9f3
a = 001c91c2, b = 000d8e15, Cin = 0, Cout = 0, S = 002a1fd7
a = 001c91c2, b = aa21deaf, Cin = 0, Cout = 0, S = aa3e7071
a = 001c91c2, b = 33b278c3, Cin = 0, Cout = 0, S = 33cf0a85
a = 001c91c2, b = 627ecaf3, Cin = 0, Cout = 0, S = 629b5cb5
a = 001c91c2, b = 34d72f2d, Cin = 0, Cout = 0, S = 34f3c0ef
a = 001c91c2, b = e2e08ab9, Cin = 0, Cout = 0, S = e2fd1c7b
a = 001c91c2, b = 2f2bb91f, Cin = 0, Cout = 0, S = 2f484ae1
a = 001c91c2, b = 758e1030, Cin = 0, Cout = 0, S = 75aaa1f2
a = 001c91c2, b = fb5d968d, Cin = 0, Cout = 0, S = fb7a284f
a = 001c91c2, b = 3e4aff0f, Cin = 0, Cout = 0, S = 3e6790d1
a = 001c91c2, b = ff2394c7, Cin = 0, Cout = 0, S = ff402689
a = 001c91c2, b = ce62f445, Cin = 0, Cout = 0, S = ce7f8607
a = 001c91c2, b = 52448c87, Cin = 0, Cout = 0, S = 52611e49
a = 001c91c2, b = dbd68233, Cin = 0, Cout = 0, S = dbf313f5
a = 001c91c2, b = 43612820, Cin = 0, Cout = 0, S = 437db9e2
a = 001c91c2, b = ed72357f, Cin = 0, Cout = 0, S = ed8ec741
a = 001c91c2, b = c9cf911c, Cin = 0, Cout = 0, S = c9ec22de
a = 001c91c2, b = f2332a08, Cin = 0, Cout = 0, S = f24fbbca
a = 001c91c2, b = 9a071031, Cin = 0, Cout = 0, S = 9a23a1f3
a = 001c91c2, b = ceda8cdd, Cin = 0, Cout = 0, S = cef71e9f
a = 001c91c2, b = 15f57248, Cin = 0, Cout = 0, S = 1612040a
a = 001c91c2, b = 08e09e65, Cin = 0, Cout = 0, S = 08fd3027
a = 001c91c2, b = 87cefc84, Cin = 0, Cout = 0, S = 87eb8e46
a = 001c91c2, b = 17b0d618, Cin = 0, Cout = 0, S = 17cd67da
a = 001c91c2, b = dfaa6851, Cin = 0, Cout = 0, S = dfc6fa13
a = 001c91c2, b = ed3e55e9, Cin = 0, Cout = 0, S = ed5ae7ab
a = 001c91c2, b = e3b77c09, Cin = 0, Cout = 0, S = e3d40dcb
a = 001c91c2, b = e8210362, Cin = 0, Cout = 0, S = e83d9524
a = 001c91c2, b = bf4a55f3, Cin = 0, Cout = 0, S = bf66e7b5
a = 001c91c2, b = 740ef8da, Cin = 0, Cout = 0, S = 742b8a9c
a = 001c91c2, b = 9755e11a, Cin = 0, Cout = 0, S = 977272dc
a = 001c91c2, b = 1d63ec61, Cin = 0, Cout = 0, S = 1d807e23
a = 001c91c2, b = 79260977, Cin = 0, Cout = 0, S = 79429b39
a = 001c91c2, b = 04095c7e, Cin = 0, Cout = 0, S = 0425ee40
a = 001c91c2, b = ea50f8c7, Cin = 0, Cout = 0, S = ea6d8a89
a = 001c91c2, b = de4f6266, Cin = 0, Cout = 0, S = de6bf428
a = 001c91c2, b = f108a503, Cin = 0, Cout = 0, S = f12536c5
a = 001c91c2, b = e1c38706, Cin = 0, Cout = 0, S = e1e018c8
a = 001c91c2, b = b4508388, Cin = 0, Cout = 0, S = b46d154a
a = 001c91c2, b = 2923b07c, Cin = 0, Cout = 0, S = 2940423e
a = 001c91c2, b = 2e9feadc, Cin = 0, Cout = 0, S = 2ebc7c9e
a = 001c91c2, b = f3391327, Cin = 0, Cout = 0, S = f355a4e9
a = 001c91c2, b = 62fd14a5, Cin = 0, Cout = 0, S = 6319a667
a = 001c91c2, b = d0f29a5b, Cin = 0, Cout = 0, S = d10f2c1d
a = 001c91c2, b = 2360e2c1, Cin = 0, Cout = 0, S = 237d7483
a = 001c91c2, b = be7fa709, Cin = 0, Cout = 0, S = be9c38cb
a = 001c91c2, b = 6cc8f43c, Cin = 0, Cout = 0, S = 6ce585fe
a = 001c91c2, b = 02bca031, Cin = 0, Cout = 0, S = 02d931f3
a = 001c91c2, b = a40a0df1, Cin = 0, Cout = 0, S = a4269fb3
a = 001c91c2, b = b1921498, Cin = 0, Cout = 0, S = b1aea65a
a = 001c91c2, b = 90de4f58, Cin = 0, Cout = 0, S = 90fae11a
a = 001c91c2, b = bbd44d10, Cin = 0, Cout = 0, S = bbf0ded2
a = 001c91c2, b = 641400b3, Cin = 0, Cout = 0, S = 64309275
a = 001c91c2, b = aadb2c18, Cin = 0, Cout = 0, S = aaf7bdda
a = 001c91c2, b = 4b364f61, Cin = 0, Cout = 0, S = 4b52e123
a = 001c91c2, b = 1430c55d, Cin = 0, Cout = 0, S = 144d571f
a = 001c91c2, b = 365a463f, Cin = 0, Cout = 0, S = 3676d801
a = 001c91c2, b = 38e6d312, Cin = 0, Cout = 0, S = 390364d4
a = 001c91c2, b = 4d9384e9, Cin = 0, Cout = 0, S = 4db016ab
a = 001c91c2, b = 6e7969bb, Cin = 0, Cout = 0, S = 6e95fb7d
a = 001c91c2, b = 5a0090e2, Cin = 0, Cout = 0, S = 5a1d22a4
a = 001c91c2, b = f79548e7, Cin = 0, Cout = 0, S = f7b1daa9
a = 001c91c2, b = f8da31b7, Cin = 0, Cout = 0, S = f8f6c379
a = 001c91c2, b = d3f902b6, Cin = 0, Cout = 0, S = d4159478
a = 001c91c2, b = 17479f9b, Cin = 0, Cout = 0, S = 1764315d
a = 001c91c2, b = afe62522, Cin = 0, Cout = 0, S = b002b6e4
a = 001c91c2, b = d6580ac2, Cin = 0, Cout = 0, S = d6749c84
a = 001c91c2, b = c7b09cf5, Cin = 0, Cout = 0, S = c7cd2eb7
a = 001c91c2, b = d01b45ea, Cin = 0, Cout = 0, S = d037d7ac
a = 001c91c2, b = 5bb4054a, Cin = 0, Cout = 0, S = 5bd0970c
a = 001c91c2, b = 46cab7fb, Cin = 0, Cout = 0, S = 46e749bd
a = 001c91c2, b = 01afc5f2, Cin = 0, Cout = 0, S = 01cc57b4
a = 001c91c2, b = d60ff0ae, Cin = 0, Cout = 0, S = d62c8270
a = 001c91c2, b = 1c48c2e0, Cin = 0, Cout = 0, S = 1c6554a2
a = 001c91c2, b = 9136cd04, Cin = 0, Cout = 0, S = 91535ec6
a = 001c91c2, b = 2a8a3b80, Cin = 0, Cout = 0, S = 2aa6cd42
a = 001c91c2, b = 4068f5de, Cin = 0, Cout = 0, S = 408587a0
a = 001c91c2, b = b469dcff, Cin = 0, Cout = 0, S = b4866ec1
a = 001c91c2, b = 1d62204b, Cin = 0, Cout = 0, S = 1d7eb20d
a = 001c91c2, b = eba8454b, Cin = 0, Cout = 0, S = ebc4d70d
a = 001c91c2, b = ed8fc5f5, Cin = 0, Cout = 0, S = edac57b7
a = 001c91c2, b = ec03ab1d, Cin = 0, Cout = 0, S = ec203cdf
a = 001c91c2, b = 61c1a992, Cin = 0, Cout = 0, S = 61de3b54
a = 001c91c2, b = 61a3a813, Cin = 0, Cout = 0, S = 61c039d5
a = 001c91c2, b = 6faec648, Cin = 0, Cout = 0, S = 6fcb580a
a = 001c91c2, b = 1f79af1d, Cin = 0, Cout = 0, S = 1f9640df
a = 001c91c2, b = c76a69a5, Cin = 0, Cout = 0, S = c786fb67
a = 001c91c2, b = 308f4b4b, Cin = 0, Cout = 0, S = 30abdd0d
a = 001c91c2, b = 27f8eb5e, Cin = 0, Cout = 0, S = 28157d20
a = 001c91c2, b = 3fdd76cc, Cin = 0, Cout = 0, S = 3ffa088e
a = 001c91c2, b = 608e3420, Cin = 0, Cout = 0, S = 60aac5e2
a = 001c91c2, b = 16122bea, Cin = 0, Cout = 0, S = 162ebdac
a = 001c91c2, b = 3a354c1e, Cin = 0, Cout = 0, S = 3a51dde0
a = 001c91c2, b = 001c91c2, Cin = 0, Cout = 0, S = 00392384
a = 001c91c2, b = 53a5f236, Cin = 0, Cout = 0, S = 53c283f8
a = 001c91c2, b = 21cc01c6, Cin = 0, Cout = 0, S = 21e89388
a = 001c91c2, b = 6ae02c17, Cin = 0, Cout = 0, S = 6afcbdd9
a = 001c91c2, b = 3928c908, Cin = 0, Cout = 0, S = 39455aca
a = 001c91c2, b = 3cf312ca, Cin = 0, Cout = 0, S = 3d0fa48c
a = 001c91c2, b = c7f6d3dc, Cin = 0, Cout = 0, S = c813659e
a = 001c91c2, b = d231a019, Cin = 0, Cout = 0, S = d24e31db
a = 53a5f236, b = 000fd750, Cin = 0, Cout = 0, S = 53b5c986
a = 53a5f236, b = 00046831, Cin = 0, Cout = 0, S = 53aa5a67
a = 53a5f236, b = 000d8e15, Cin = 0, Cout = 0, S = 53b3804b
a = 53a5f236, b = aa21deaf, Cin = 0, Cout = 0, S = fdc7d0e5
a = 53a5f236, b = 33b278c3, Cin = 0, Cout = 0, S = 87586af9
a = 53a5f236, b = 627ecaf3, Cin = 0, Cout = 0, S = b624bd29
a = 53a5f236, b = 34d72f2d, Cin = 0, Cout = 0, S = 887d2163
a = 53a5f236, b = e2e08ab9, Cin = 0, Cout = 1, S = 36867cef
a = 53a5f236, b = 2f2bb91f, Cin = 0, Cout = 0, S = 82d1ab55
a = 53a5f236, b = 758e1030, Cin = 0, Cout = 0, S = c9340266
a = 53a5f236, b = fb5d968d, Cin = 0, Cout = 1, S = 4f0388c3
a = 53a5f236, b = 3e4aff0f, Cin = 0, Cout = 0, S = 91f0f145
a = 53a5f236, b = ff2394c7, Cin = 0, Cout = 1, S = 52c986fd
a = 53a5f236, b = ce62f445, Cin = 0, Cout = 1, S = 2208e67b
a = 53a5f236, b = 52448c87, Cin = 0, Cout = 0, S = a5ea7ebd
a = 53a5f236, b = dbd68233, Cin = 0, Cout = 1, S = 2f7c7469
a = 53a5f236, b = 43612820, Cin = 0, Cout = 0, S = 97071a56
a = 53a5f236, b = ed72357f, Cin = 0, Cout = 1, S = 411827b5
a = 53a5f236, b = c9cf911c, Cin = 0, Cout = 1, S = 1d758352
a = 53a5f236, b = f2332a08, Cin = 0, Cout = 1, S = 45d91c3e
a = 53a5f236, b = 9a071031, Cin = 0, Cout = 0, S = edad0267
a = 53a5f236, b = ceda8cdd, Cin = 0, Cout = 1, S = 22807f13
a = 53a5f236, b = 15f57248, Cin = 0, Cout = 0, S = 699b647e
a = 53a5f236, b = 08e09e65, Cin = 0, Cout = 0, S = 5c86909b
a = 53a5f236, b = 87cefc84, Cin = 0, Cout = 0, S = db74eeba
a = 53a5f236, b = 17b0d618, Cin = 0, Cout = 0, S = 6b56c84e
a = 53a5f236, b = dfaa6851, Cin = 0, Cout = 1, S = 33505a87
a = 53a5f236, b = ed3e55e9, Cin = 0, Cout = 1, S = 40e4481f
a = 53a5f236, b = e3b77c09, Cin = 0, Cout = 1, S = 375d6e3f
a = 53a5f236, b = e8210362, Cin = 0, Cout = 1, S = 3bc6f598
a = 53a5f236, b = bf4a55f3, Cin = 0, Cout = 1, S = 12f04829
a = 53a5f236, b = 740ef8da, Cin = 0, Cout = 0, S = c7b4eb10
a = 53a5f236, b = 9755e11a, Cin = 0, Cout = 0, S = eafbd350
a = 53a5f236, b = 1d63ec61, Cin = 0, Cout = 0, S = 7109de97
a = 53a5f236, b = 79260977, Cin = 0, Cout = 0, S = cccbfbad
a = 53a5f236, b = 04095c7e, Cin = 0, Cout = 0, S = 57af4eb4
a = 53a5f236, b = ea50f8c7, Cin = 0, Cout = 1, S = 3df6eafd
a = 53a5f236, b = de4f6266, Cin = 0, Cout = 1, S = 31f5549c
a = 53a5f236, b = f108a503, Cin = 0, Cout = 1, S = 44ae9739
a = 53a5f236, b = e1c38706, Cin = 0, Cout = 1, S = 3569793c
a = 53a5f236, b = b4508388, Cin = 0, Cout = 1, S = 07f675be
a = 53a5f236, b = 2923b07c, Cin = 0, Cout = 0, S = 7cc9a2b2
a = 53a5f236, b = 2e9feadc, Cin = 0, Cout = 0, S = 8245dd12
a = 53a5f236, b = f3391327, Cin = 0, Cout = 1, S = 46df055d
a = 53a5f236, b = 62fd14a5, Cin = 0, Cout = 0, S = b6a306db
a = 53a5f236, b = d0f29a5b, Cin = 0, Cout = 1, S = 24988c91
a = 53a5f236, b = 2360e2c1, Cin = 0, Cout = 0, S = 7706d4f7
a = 53a5f236, b = be7fa709, Cin = 0, Cout = 1, S = 1225993f
a = 53a5f236, b = 6cc8f43c, Cin = 0, Cout = 0, S = c06ee672
a = 53a5f236, b = 02bca031, Cin = 0, Cout = 0, S = 56629267
a = 53a5f236, b = a40a0df1, Cin = 0, Cout = 0, S = f7b00027
a = 53a5f236, b = b1921498, Cin = 0, Cout = 1, S = 053806ce
a = 53a5f236, b = 90de4f58, Cin = 0, Cout = 0, S = e484418e
a = 53a5f236, b = bbd44d10, Cin = 0, Cout = 1, S = 0f7a3f46
a = 53a5f236, b = 641400b3, Cin = 0, Cout = 0, S = b7b9f2e9
a = 53a5f236, b = aadb2c18, Cin = 0, Cout = 0, S = fe811e4e
a = 53a5f236, b = 4b364f61, Cin = 0, Cout = 0, S = 9edc4197
a = 53a5f236, b = 1430c55d, Cin = 0, Cout = 0, S = 67d6b793
a = 53a5f236, b = 365a463f, Cin = 0, Cout = 0, S = 8a003875
a = 53a5f236, b = 38e6d312, Cin = 0, Cout = 0, S = 8c8cc548
a = 53a5f236, b = 4d9384e9, Cin = 0, Cout = 0, S = a139771f
a = 53a5f236, b = 6e7969bb, Cin = 0, Cout = 0, S = c21f5bf1
a = 53a5f236, b = 5a0090e2, Cin = 0, Cout = 0, S = ada68318
a = 53a5f236, b = f79548e7, Cin = 0, Cout = 1, S = 4b3b3b1d
a = 53a5f236, b = f8da31b7, Cin = 0, Cout = 1, S = 4c8023ed
a = 53a5f236, b = d3f902b6, Cin = 0, Cout = 1, S = 279ef4ec
a = 53a5f236, b = 17479f9b, Cin = 0, Cout = 0, S = 6aed91d1
a = 53a5f236, b = afe62522, Cin = 0, Cout = 1, S = 038c1758
a = 53a5f236, b = d6580ac2, Cin = 0, Cout = 1, S = 29fdfcf8
a = 53a5f236, b = c7b09cf5, Cin = 0, Cout = 1, S = 1b568f2b
a = 53a5f236, b = d01b45ea, Cin = 0, Cout = 1, S = 23c13820
a = 53a5f236, b = 5bb4054a, Cin = 0, Cout = 0, S = af59f780
a = 53a5f236, b = 46cab7fb, Cin = 0, Cout = 0, S = 9a70aa31
a = 53a5f236, b = 01afc5f2, Cin = 0, Cout = 0, S = 5555b828
a = 53a5f236, b = d60ff0ae, Cin = 0, Cout = 1, S = 29b5e2e4
a = 53a5f236, b = 1c48c2e0, Cin = 0, Cout = 0, S = 6feeb516
a = 53a5f236, b = 9136cd04, Cin = 0, Cout = 0, S = e4dcbf3a
a = 53a5f236, b = 2a8a3b80, Cin = 0, Cout = 0, S = 7e302db6
a = 53a5f236, b = 4068f5de, Cin = 0, Cout = 0, S = 940ee814
a = 53a5f236, b = b469dcff, Cin = 0, Cout = 1, S = 080fcf35
a = 53a5f236, b = 1d62204b, Cin = 0, Cout = 0, S = 71081281
a = 53a5f236, b = eba8454b, Cin = 0, Cout = 1, S = 3f4e3781
a = 53a5f236, b = ed8fc5f5, Cin = 0, Cout = 1, S = 4135b82b
a = 53a5f236, b = ec03ab1d, Cin = 0, Cout = 1, S = 3fa99d53
a = 53a5f236, b = 61c1a992, Cin = 0, Cout = 0, S = b5679bc8
a = 53a5f236, b = 61a3a813, Cin = 0, Cout = 0, S = b5499a49
a = 53a5f236, b = 6faec648, Cin = 0, Cout = 0, S = c354b87e
a = 53a5f236, b = 1f79af1d, Cin = 0, Cout = 0, S = 731fa153
a = 53a5f236, b = c76a69a5, Cin = 0, Cout = 1, S = 1b105bdb
a = 53a5f236, b = 308f4b4b, Cin = 0, Cout = 0, S = 84353d81
a = 53a5f236, b = 27f8eb5e, Cin = 0, Cout = 0, S = 7b9edd94
a = 53a5f236, b = 3fdd76cc, Cin = 0, Cout = 0, S = 93836902
a = 53a5f236, b = 608e3420, Cin = 0, Cout = 0, S = b4342656
a = 53a5f236, b = 16122bea, Cin = 0, Cout = 0, S = 69b81e20
a = 53a5f236, b = 3a354c1e, Cin = 0, Cout = 0, S = 8ddb3e54
a = 53a5f236, b = 001c91c2, Cin = 0, Cout = 0, S = 53c283f8
a = 53a5f236, b = 53a5f236, Cin = 0, Cout = 0, S = a74be46c
a = 53a5f236, b = 21cc01c6, Cin = 0, Cout = 0, S = 7571f3fc
a = 53a5f236, b = 6ae02c17, Cin = 0, Cout = 0, S = be861e4d
a = 53a5f236, b = 3928c908, Cin = 0, Cout = 0, S = 8ccebb3e
a = 53a5f236, b = 3cf312ca, Cin = 0, Cout = 0, S = 90990500
a = 53a5f236, b = c7f6d3dc, Cin = 0, Cout = 1, S = 1b9cc612
a = 53a5f236, b = d231a019, Cin = 0, Cout = 1, S = 25d7924f
a = 21cc01c6, b = 000fd750, Cin = 0, Cout = 0, S = 21dbd916
a = 21cc01c6, b = 00046831, Cin = 0, Cout = 0, S = 21d069f7
a = 21cc01c6, b = 000d8e15, Cin = 0, Cout = 0, S = 21d98fdb
a = 21cc01c6, b = aa21deaf, Cin = 0, Cout = 0, S = cbede075
a = 21cc01c6, b = 33b278c3, Cin = 0, Cout = 0, S = 557e7a89
a = 21cc01c6, b = 627ecaf3, Cin = 0, Cout = 0, S = 844accb9
a = 21cc01c6, b = 34d72f2d, Cin = 0, Cout = 0, S = 56a330f3
a = 21cc01c6, b = e2e08ab9, Cin = 0, Cout = 1, S = 04ac8c7f
a = 21cc01c6, b = 2f2bb91f, Cin = 0, Cout = 0, S = 50f7bae5
a = 21cc01c6, b = 758e1030, Cin = 0, Cout = 0, S = 975a11f6
a = 21cc01c6, b = fb5d968d, Cin = 0, Cout = 1, S = 1d299853
a = 21cc01c6, b = 3e4aff0f, Cin = 0, Cout = 0, S = 601700d5
a = 21cc01c6, b = ff2394c7, Cin = 0, Cout = 1, S = 20ef968d
a = 21cc01c6, b = ce62f445, Cin = 0, Cout = 0, S = f02ef60b
a = 21cc01c6, b = 52448c87, Cin = 0, Cout = 0, S = 74108e4d
a = 21cc01c6, b = dbd68233, Cin = 0, Cout = 0, S = fda283f9
a = 21cc01c6, b = 43612820, Cin = 0, Cout = 0, S = 652d29e6
a = 21cc01c6, b = ed72357f, Cin = 0, Cout = 1, S = 0f3e3745
a = 21cc01c6, b = c9cf911c, Cin = 0, Cout = 0, S = eb9b92e2
a = 21cc01c6, b = f2332a08, Cin = 0, Cout = 1, S = 13ff2bce
a = 21cc01c6, b = 9a071031, Cin = 0, Cout = 0, S = bbd311f7
a = 21cc01c6, b = ceda8cdd, Cin = 0, Cout = 0, S = f0a68ea3
a = 21cc01c6, b = 15f57248, Cin = 0, Cout = 0, S = 37c1740e
a = 21cc01c6, b = 08e09e65, Cin = 0, Cout = 0, S = 2aaca02b
a = 21cc01c6, b = 87cefc84, Cin = 0, Cout = 0, S = a99afe4a
a = 21cc01c6, b = 17b0d618, Cin = 0, Cout = 0, S = 397cd7de
a = 21cc01c6, b = dfaa6851, Cin = 0, Cout = 1, S = 01766a17
a = 21cc01c6, b = ed3e55e9, Cin = 0, Cout = 1, S = 0f0a57af
a = 21cc01c6, b = e3b77c09, Cin = 0, Cout = 1, S = 05837dcf
a = 21cc01c6, b = e8210362, Cin = 0, Cout = 1, S = 09ed0528
a = 21cc01c6, b = bf4a55f3, Cin = 0, Cout = 0, S = e11657b9
a = 21cc01c6, b = 740ef8da, Cin = 0, Cout = 0, S = 95dafaa0
a = 21cc01c6, b = 9755e11a, Cin = 0, Cout = 0, S = b921e2e0
a = 21cc01c6, b = 1d63ec61, Cin = 0, Cout = 0, S = 3f2fee27
a = 21cc01c6, b = 79260977, Cin = 0, Cout = 0, S = 9af20b3d
a = 21cc01c6, b = 04095c7e, Cin = 0, Cout = 0, S = 25d55e44
a = 21cc01c6, b = ea50f8c7, Cin = 0, Cout = 1, S = 0c1cfa8d
a = 21cc01c6, b = de4f6266, Cin = 0, Cout = 1, S = 001b642c
a = 21cc01c6, b = f108a503, Cin = 0, Cout = 1, S = 12d4a6c9
a = 21cc01c6, b = e1c38706, Cin = 0, Cout = 1, S = 038f88cc
a = 21cc01c6, b = b4508388, Cin = 0, Cout = 0, S = d61c854e
a = 21cc01c6, b = 2923b07c, Cin = 0, Cout = 0, S = 4aefb242
a = 21cc01c6, b = 2e9feadc, Cin = 0, Cout = 0, S = 506beca2
a = 21cc01c6, b = f3391327, Cin = 0, Cout = 1, S = 150514ed
a = 21cc01c6, b = 62fd14a5, Cin = 0, Cout = 0, S = 84c9166b
a = 21cc01c6, b = d0f29a5b, Cin = 0, Cout = 0, S = f2be9c21
a = 21cc01c6, b = 2360e2c1, Cin = 0, Cout = 0, S = 452ce487
a = 21cc01c6, b = be7fa709, Cin = 0, Cout = 0, S = e04ba8cf
a = 21cc01c6, b = 6cc8f43c, Cin = 0, Cout = 0, S = 8e94f602
a = 21cc01c6, b = 02bca031, Cin = 0, Cout = 0, S = 2488a1f7
a = 21cc01c6, b = a40a0df1, Cin = 0, Cout = 0, S = c5d60fb7
a = 21cc01c6, b = b1921498, Cin = 0, Cout = 0, S = d35e165e
a = 21cc01c6, b = 90de4f58, Cin = 0, Cout = 0, S = b2aa511e
a = 21cc01c6, b = bbd44d10, Cin = 0, Cout = 0, S = dda04ed6
a = 21cc01c6, b = 641400b3, Cin = 0, Cout = 0, S = 85e00279
a = 21cc01c6, b = aadb2c18, Cin = 0, Cout = 0, S = cca72dde
a = 21cc01c6, b = 4b364f61, Cin = 0, Cout = 0, S = 6d025127
a = 21cc01c6, b = 1430c55d, Cin = 0, Cout = 0, S = 35fcc723
a = 21cc01c6, b = 365a463f, Cin = 0, Cout = 0, S = 58264805
a = 21cc01c6, b = 38e6d312, Cin = 0, Cout = 0, S = 5ab2d4d8
a = 21cc01c6, b = 4d9384e9, Cin = 0, Cout = 0, S = 6f5f86af
a = 21cc01c6, b = 6e7969bb, Cin = 0, Cout = 0, S = 90456b81
a = 21cc01c6, b = 5a0090e2, Cin = 0, Cout = 0, S = 7bcc92a8
a = 21cc01c6, b = f79548e7, Cin = 0, Cout = 1, S = 19614aad
a = 21cc01c6, b = f8da31b7, Cin = 0, Cout = 1, S = 1aa6337d
a = 21cc01c6, b = d3f902b6, Cin = 0, Cout = 0, S = f5c5047c
a = 21cc01c6, b = 17479f9b, Cin = 0, Cout = 0, S = 3913a161
a = 21cc01c6, b = afe62522, Cin = 0, Cout = 0, S = d1b226e8
a = 21cc01c6, b = d6580ac2, Cin = 0, Cout = 0, S = f8240c88
a = 21cc01c6, b = c7b09cf5, Cin = 0, Cout = 0, S = e97c9ebb
a = 21cc01c6, b = d01b45ea, Cin = 0, Cout = 0, S = f1e747b0
a = 21cc01c6, b = 5bb4054a, Cin = 0, Cout = 0, S = 7d800710
a = 21cc01c6, b = 46cab7fb, Cin = 0, Cout = 0, S = 6896b9c1
a = 21cc01c6, b = 01afc5f2, Cin = 0, Cout = 0, S = 237bc7b8
a = 21cc01c6, b = d60ff0ae, Cin = 0, Cout = 0, S = f7dbf274
a = 21cc01c6, b = 1c48c2e0, Cin = 0, Cout = 0, S = 3e14c4a6
a = 21cc01c6, b = 9136cd04, Cin = 0, Cout = 0, S = b302ceca
